name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
mRNA_2576,scaffold_3,-,456204,458164,456227,457697,1,"456204,","458164,",0,gene_2576,cmpl,cmpl,"0,"
mRNA_2580,scaffold_3,-,464193,466074,464542,465922,1,"464193,","466074,",0,gene_2580,cmpl,cmpl,"0,"
mRNA_2581,scaffold_3,+,466074,470103,466227,470052,1,"466074,","470103,",0,gene_2581,cmpl,cmpl,"0,"
mRNA_2573,scaffold_3,+,450836,452542,450951,452337,1,"450836,","452542,",0,gene_2573,cmpl,cmpl,"0,"
mRNA_2574,scaffold_3,-,452542,455291,452748,455199,1,"452542,","455291,",0,gene_2574,cmpl,cmpl,"0,"
mRNA_2567,scaffold_3,-,435582,436790,435615,436689,1,"435582,","436790,",0,gene_2567,cmpl,cmpl,"0,"
mRNA_2564,scaffold_3,-,425226,426836,425267,426686,1,"425226,","426836,",0,gene_2564,cmpl,cmpl,"0,"
mRNA_2563,scaffold_3,+,420886,425226,421024,425185,1,"420886,","425226,",0,gene_2563,cmpl,cmpl,"0,"
mRNA_2555,scaffold_3,-,400892,402394,401162,402233,1,"400892,","402394,",0,gene_2555,cmpl,cmpl,"0,"
mRNA_2559,scaffold_3,-,411322,413752,411462,413578,2,"411322,413518,","413445,413752,",0,gene_2559,cmpl,cmpl,"0,0,"
mRNA_2561,scaffold_3,-,416066,418920,416077,418687,1,"416066,","418920,",0,gene_2561,cmpl,cmpl,"0,"
mRNA_2549,scaffold_3,+,391206,392232,391482,392169,1,"391206,","392232,",0,gene_2549,cmpl,cmpl,"0,"
mRNA_2551,scaffold_3,-,394905,395574,394954,395506,1,"394905,","395574,",0,gene_2551,cmpl,cmpl,"0,"
mRNA_2557,scaffold_3,-,406557,409697,406655,409277,1,"406557,","409697,",0,gene_2557,cmpl,cmpl,"0,"
mRNA_2546,scaffold_3,+,386369,388048,386657,387752,1,"386369,","388048,",0,gene_2546,cmpl,cmpl,"0,"
mRNA_2540,scaffold_3,-,379968,381270,379990,381067,1,"379968,","381270,",0,gene_2540,cmpl,cmpl,"0,"
mRNA_2560,scaffold_3,+,413657,416067,413926,416056,1,"413657,","416067,",0,gene_2560,cmpl,cmpl,"0,"
mRNA_2554,scaffold_3,-,399929,400895,400069,400627,1,"399929,","400895,",0,gene_2554,cmpl,cmpl,"0,"
mRNA_2553,scaffold_3,+,396771,399929,397004,399788,1,"396771,","399929,",0,gene_2553,cmpl,cmpl,"0,"
mRNA_2548,scaffold_3,+,389201,391207,389446,390931,1,"389201,","391207,",0,gene_2548,cmpl,cmpl,"0,"
mRNA_2542,scaffold_3,+,382957,384217,383158,384175,1,"382957,","384217,",0,gene_2542,cmpl,cmpl,"0,"
mRNA_2535,scaffold_3,+,363455,365742,363780,365595,2,"363455,363632,","363503,365742,",0,gene_2535,cmpl,cmpl,"-1,0,"
mRNA_2537,scaffold_3,+,367743,369172,368026,369115,1,"367743,","369172,",0,gene_2537,cmpl,cmpl,"0,"
mRNA_2531,scaffold_3,+,356144,357409,356189,357350,1,"356144,","357409,",0,gene_2531,cmpl,cmpl,"0,"
mRNA_2536,scaffold_3,+,365741,367743,365888,367460,1,"365741,","367743,",0,gene_2536,cmpl,cmpl,"0,"
mRNA_2527,scaffold_3,+,344111,346136,344247,346053,1,"344111,","346136,",0,gene_2527,cmpl,cmpl,"0,"
mRNA_2528,scaffold_3,-,346136,350480,346220,350432,1,"346136,","350480,",0,gene_2528,cmpl,cmpl,"0,"
mRNA_2516,scaffold_3,-,320545,323909,320991,323451,1,"320545,","323909,",0,gene_2516,cmpl,cmpl,"0,"
mRNA_2499,scaffold_3,+,285036,287366,285382,287281,1,"285036,","287366,",0,gene_2499,cmpl,cmpl,"0,"
mRNA_2507,scaffold_3,-,302631,304461,302755,304105,1,"302631,","304461,",0,gene_2507,cmpl,cmpl,"0,"
mRNA_2494,scaffold_3,+,271340,273343,271489,273091,1,"271340,","273343,",0,gene_2494,cmpl,cmpl,"0,"
mRNA_2497,scaffold_3,-,280906,283192,281132,282941,1,"280906,","283192,",0,gene_2497,cmpl,cmpl,"0,"
mRNA_2503,scaffold_3,-,292090,294522,292435,294121,1,"292090,","294522,",0,gene_2503,cmpl,cmpl,"0,"
mRNA_2518,scaffold_3,+,325520,327197,325657,327058,1,"325520,","327197,",0,gene_2518,cmpl,cmpl,"0,"
mRNA_2520,scaffold_3,+,330397,331709,330635,331694,1,"330397,","331709,",0,gene_2520,cmpl,cmpl,"0,"
mRNA_2521,scaffold_3,-,331709,333944,331725,333765,1,"331709,","333944,",0,gene_2521,cmpl,cmpl,"0,"
mRNA_2525,scaffold_3,-,340081,343003,340192,342913,1,"340081,","343003,",0,gene_2525,cmpl,cmpl,"0,"
mRNA_2524,scaffold_3,+,338572,340081,338725,339970,1,"338572,","340081,",0,gene_2524,cmpl,cmpl,"0,"
mRNA_2522,scaffold_3,+,333945,336536,334016,336407,1,"333945,","336536,",0,gene_2522,cmpl,cmpl,"0,"
mRNA_2517,scaffold_3,+,323807,325521,324163,325384,1,"323807,","325521,",0,gene_2517,cmpl,cmpl,"0,"
mRNA_2515,scaffold_3,+,319629,320987,319857,320982,1,"319629,","320987,",0,gene_2515,cmpl,cmpl,"0,"
mRNA_2498,scaffold_3,+,283192,285037,283443,284691,1,"283192,","285037,",0,gene_2498,cmpl,cmpl,"0,"
mRNA_2496,scaffold_3,-,278254,280907,278338,280681,1,"278254,","280907,",0,gene_2496,cmpl,cmpl,"0,"
mRNA_2495,scaffold_3,+,273251,278254,273411,278170,2,"273251,273518,","273415,278254,",0,gene_2495,cmpl,cmpl,"0,1,"
mRNA_2491,scaffold_3,-,267846,269475,267943,269314,1,"267846,","269475,",0,gene_2491,cmpl,cmpl,"0,"
mRNA_2462,scaffold_3,+,204978,206216,205115,206042,1,"204978,","206216,",0,gene_2462,cmpl,cmpl,"0,"
mRNA_2478,scaffold_3,+,241556,242986,241682,242879,1,"241556,","242986,",0,gene_2478,cmpl,cmpl,"0,"
mRNA_2463,scaffold_3,+,206216,207699,206390,207437,2,"206216,207418,","207310,207699,",0,gene_2463,cmpl,cmpl,"0,2,"
mRNA_2457,scaffold_3,-,199529,200227,199648,200056,1,"199529,","200227,",0,gene_2457,cmpl,cmpl,"0,"
mRNA_2459,scaffold_3,-,201925,202656,201979,202480,1,"201925,","202656,",0,gene_2459,cmpl,cmpl,"0,"
mRNA_2460,scaffold_3,+,202656,203605,202833,203550,1,"202656,","203605,",0,gene_2460,cmpl,cmpl,"0,"
mRNA_2476,scaffold_3,-,236390,238591,236634,238215,1,"236390,","238591,",0,gene_2476,cmpl,cmpl,"0,"
mRNA_2486,scaffold_3,+,255260,259744,255433,259639,1,"255260,","259744,",0,gene_2486,cmpl,cmpl,"0,"
mRNA_2490,scaffold_3,-,265290,266469,265473,266154,1,"265290,","266469,",0,gene_2490,cmpl,cmpl,"0,"
mRNA_2488,scaffold_3,+,261515,262791,261675,262743,1,"261515,","262791,",0,gene_2488,cmpl,cmpl,"0,"
mRNA_2479,scaffold_3,-,242940,244424,243001,244336,1,"242940,","244424,",0,gene_2479,cmpl,cmpl,"0,"
mRNA_2466,scaffold_3,-,211131,212717,211339,212599,1,"211131,","212717,",0,gene_2466,cmpl,cmpl,"0,"
mRNA_2464,scaffold_3,+,208343,209923,208792,209842,1,"208343,","209923,",0,gene_2464,cmpl,cmpl,"0,"
mRNA_2461,scaffold_3,-,203605,204979,203660,204842,1,"203605,","204979,",0,gene_2461,cmpl,cmpl,"0,"
mRNA_2458,scaffold_3,+,199905,201926,200399,201872,1,"199905,","201926,",0,gene_2458,cmpl,cmpl,"0,"
mRNA_2456,scaffold_3,-,197278,199905,197470,199411,1,"197278,","199905,",0,gene_2456,cmpl,cmpl,"0,"
mRNA_2452,scaffold_3,-,184084,187991,184139,187948,2,"184084,187947,","187789,187991,",0,gene_2452,cmpl,cmpl,"1,0,"
mRNA_2454,scaffold_3,+,191254,192288,191419,192082,1,"191254,","192288,",0,gene_2454,cmpl,cmpl,"0,"
mRNA_2443,scaffold_3,-,162243,164397,162417,164007,1,"162243,","164397,",0,gene_2443,cmpl,cmpl,"0,"
mRNA_2440,scaffold_3,-,154383,159893,154511,159833,1,"154383,","159893,",0,gene_2440,cmpl,cmpl,"0,"
mRNA_2435,scaffold_3,-,144128,145148,144181,144931,1,"144128,","145148,",0,gene_2435,cmpl,cmpl,"0,"
mRNA_2437,scaffold_3,-,148270,150341,148323,150066,1,"148270,","150341,",0,gene_2437,cmpl,cmpl,"0,"
mRNA_2429,scaffold_3,+,129964,131927,130083,131862,1,"129964,","131927,",0,gene_2429,cmpl,cmpl,"0,"
mRNA_2430,scaffold_3,-,131926,133542,131991,133437,1,"131926,","133542,",0,gene_2430,cmpl,cmpl,"0,"
mRNA_2427,scaffold_3,+,123646,127293,123812,127229,2,"123646,123947,","123830,127293,",0,gene_2427,cmpl,cmpl,"0,0,"
mRNA_2424,scaffold_3,-,118169,119874,118299,119748,1,"118169,","119874,",0,gene_2424,cmpl,cmpl,"0,"
mRNA_2420,scaffold_3,+,108800,111111,108932,111092,1,"108800,","111111,",0,gene_2420,cmpl,cmpl,"0,"
mRNA_2417,scaffold_3,+,102002,103146,102099,102753,1,"102002,","103146,",0,gene_2417,cmpl,cmpl,"0,"
mRNA_2412,scaffold_3,+,91540,92574,91697,92486,1,"91540,","92574,",0,gene_2412,cmpl,cmpl,"0,"
mRNA_2415,scaffold_3,-,95476,99054,95696,98960,1,"95476,","99054,",0,gene_2415,cmpl,cmpl,"0,"
mRNA_2411,scaffold_3,+,90113,91534,90315,91317,1,"90113,","91534,",0,gene_2411,cmpl,cmpl,"0,"
mRNA_2408,scaffold_3,-,87434,88565,87479,88211,1,"87434,","88565,",0,gene_2408,cmpl,cmpl,"0,"
mRNA_2409,scaffold_3,+,88362,89418,88512,89301,1,"88362,","89418,",0,gene_2409,cmpl,cmpl,"0,"
mRNA_2393,scaffold_3,+,53855,54622,54164,54560,1,"53855,","54622,",0,gene_2393,cmpl,cmpl,"0,"
mRNA_2399,scaffold_3,+,64591,67721,64650,67674,1,"64591,","67721,",0,gene_2399,cmpl,cmpl,"0,"
mRNA_2389,scaffold_3,+,44350,45092,44464,44920,1,"44350,","45092,",0,gene_2389,cmpl,cmpl,"0,"
mRNA_2388,scaffold_3,-,42679,44350,42928,44236,1,"42679,","44350,",0,gene_2388,cmpl,cmpl,"0,"
mRNA_2383,scaffold_3,+,25710,29886,25919,29657,1,"25710,","29886,",0,gene_2383,cmpl,cmpl,"0,"
mRNA_2378,scaffold_3,-,18326,19718,18503,19541,1,"18326,","19718,",0,gene_2378,cmpl,cmpl,"0,"
mRNA_2376,scaffold_3,-,14753,16236,15033,16173,1,"14753,","16236,",0,gene_2376,cmpl,cmpl,"0,"
mRNA_2375,scaffold_3,+,12953,14753,13138,14473,1,"12953,","14753,",0,gene_2375,cmpl,cmpl,"0,"
mRNA_2373,scaffold_3,-,8797,9968,9286,9862,1,"8797,","9968,",0,gene_2373,cmpl,cmpl,"0,"
mRNA_2371,scaffold_3,+,4854,6413,4982,6161,1,"4854,","6413,",0,gene_2371,cmpl,cmpl,"0,"
mRNA_2369,scaffold_3,-,1215,2385,1253,2138,1,"1215,","2385,",0,gene_2369,cmpl,cmpl,"0,"
mRNA_8818,scaffold_29,-,18650,19216,18657,19216,2,"18650,19200,","19157,19216,",0,gene_8818,cmpl,cmpl,"1,0,"
mRNA_8855,scaffold_29,+,86629,87568,86629,87568,1,"86629,","87568,",0,gene_8855,cmpl,cmpl,"0,"
mRNA_8861,scaffold_29,+,98867,99545,98867,99545,1,"98867,","99545,",0,gene_8861,cmpl,cmpl,"0,"
mRNA_8856,scaffold_29,-,87607,88180,87607,88180,1,"87607,","88180,",0,gene_8856,cmpl,cmpl,"0,"
mRNA_8853,scaffold_29,+,80296,82857,80296,82857,3,"80296,80437,82812,","80416,82516,82857,",0,gene_8853,cmpl,cmpl,"0,0,0,"
mRNA_8829,scaffold_29,+,33469,34207,33469,34207,1,"33469,","34207,",0,gene_8829,cmpl,cmpl,"0,"
mRNA_8825,scaffold_29,+,26569,27115,26569,27115,1,"26569,","27115,",0,gene_8825,cmpl,cmpl,"0,"
mRNA_8865,scaffold_29,-,115781,118217,115781,118217,1,"115781,","118217,",0,gene_8865,cmpl,cmpl,"0,"
mRNA_8864,scaffold_29,-,111190,114526,111190,114526,3,"111190,112304,113863,","112183,113663,114526,",0,gene_8864,cmpl,cmpl,"0,0,0,"
mRNA_8852,scaffold_29,-,79229,80000,79229,80000,1,"79229,","80000,",0,gene_8852,cmpl,cmpl,"0,"
mRNA_8843,scaffold_29,-,59970,60270,59970,60270,1,"59970,","60270,",0,gene_8843,cmpl,cmpl,"0,"
mRNA_8817,scaffold_29,+,17165,18599,17165,18599,1,"17165,","18599,",0,gene_8817,cmpl,cmpl,"0,"
mRNA_8877,scaffold_29,-,143501,143892,143501,143892,2,"143501,143796,","143717,143892,",0,gene_8877,cmpl,cmpl,"0,0,"
mRNA_8851,scaffold_29,-,78178,78946,78178,78946,1,"78178,","78946,",0,gene_8851,cmpl,cmpl,"0,"
mRNA_8842,scaffold_29,+,58521,59508,58521,59508,1,"58521,","59508,",0,gene_8842,cmpl,cmpl,"0,"
mRNA_8841,scaffold_29,+,56316,57517,56316,57517,2,"56316,56516,","56377,57517,",0,gene_8841,cmpl,cmpl,"0,1,"
mRNA_8830,scaffold_29,-,34207,35962,34207,35962,1,"34207,","35962,",0,gene_8830,cmpl,cmpl,"0,"
mRNA_8826,scaffold_29,+,28545,30255,28545,30255,1,"28545,","30255,",0,gene_8826,cmpl,cmpl,"0,"
mRNA_8821,scaffold_29,+,22509,23352,22509,23352,1,"22509,","23352,",0,gene_8821,cmpl,cmpl,"0,"
mRNA_8808,scaffold_29,+,130,1072,130,1072,1,"130,","1072,",0,gene_8808,cmpl,cmpl,"0,"
mRNA_8881,scaffold_29,+,150143,153720,150211,153451,1,"150143,","153720,",0,gene_8881,cmpl,cmpl,"0,"
mRNA_8880,scaffold_29,-,148742,149947,148861,149863,1,"148742,","149947,",0,gene_8880,cmpl,cmpl,"0,"
mRNA_8875,scaffold_29,-,140949,142032,141050,141960,2,"140949,141923,","141352,142032,",0,gene_8875,cmpl,cmpl,"1,0,"
mRNA_8872,scaffold_29,-,137348,139375,137481,139248,2,"137348,138862,","138844,139375,",0,gene_8872,cmpl,cmpl,"2,0,"
mRNA_8862,scaffold_29,+,101061,103030,101128,102916,1,"101061,","103030,",0,gene_8862,cmpl,cmpl,"0,"
mRNA_8860,scaffold_29,+,98040,98652,98284,98593,1,"98040,","98652,",0,gene_8860,cmpl,cmpl,"0,"
mRNA_8854,scaffold_29,+,83320,86529,83490,86469,1,"83320,","86529,",0,gene_8854,cmpl,cmpl,"0,"
mRNA_8850,scaffold_29,+,75927,77638,75931,77443,1,"75927,","77638,",0,gene_8850,cmpl,cmpl,"0,"
mRNA_8848,scaffold_29,-,65159,69809,65202,69663,1,"65159,","69809,",0,gene_8848,cmpl,cmpl,"0,"
mRNA_8847,scaffold_29,+,64458,65159,64517,65108,1,"64458,","65159,",0,gene_8847,cmpl,cmpl,"0,"
mRNA_8838,scaffold_29,-,49967,53233,50095,53056,1,"49967,","53233,",0,gene_8838,cmpl,cmpl,"0,"
mRNA_8832,scaffold_29,-,40222,42737,40626,42270,1,"40222,","42737,",0,gene_8832,cmpl,cmpl,"0,"
mRNA_8831,scaffold_29,-,38309,40222,38568,40173,1,"38309,","40222,",0,gene_8831,cmpl,cmpl,"0,"
mRNA_8871,scaffold_29,-,133904,137348,133904,137219,6,"133904,134526,134781,135544,135829,136944,","134472,134697,135427,135676,136896,137348,",0,gene_8871,cmpl,cmpl,"2,2,1,1,2,0,"
mRNA_8859,scaffold_29,+,92796,98075,92910,97974,1,"92796,","98075,",0,gene_8859,cmpl,cmpl,"0,"
mRNA_8822,scaffold_29,-,23602,24817,23602,24817,2,"23602,24292,","24019,24817,",0,gene_8822,cmpl,cmpl,"0,0,"
mRNA_8833,scaffold_29,-,43878,45198,43878,45198,1,"43878,","45198,",0,gene_8833,cmpl,cmpl,"0,"
mRNA_8839,scaffold_29,+,53465,54863,53465,54863,1,"53465,","54863,",0,gene_8839,cmpl,cmpl,"0,"
mRNA_8846,scaffold_29,+,63096,64305,63096,64305,2,"63096,63816,","63663,64305,",0,gene_8846,cmpl,cmpl,"0,0,"
mRNA_8813,scaffold_29,-,8718,9648,8718,9648,1,"8718,","9648,",0,gene_8813,cmpl,cmpl,"0,"
mRNA_8876,scaffold_29,-,142628,143036,142628,143036,1,"142628,","143036,",0,gene_8876,cmpl,cmpl,"0,"
mRNA_8814,scaffold_29,-,11088,12954,11088,12954,1,"11088,","12954,",0,gene_8814,cmpl,cmpl,"0,"
mRNA_8868,scaffold_29,-,123230,124253,123230,124253,1,"123230,","124253,",0,gene_8868,cmpl,cmpl,"0,"
mRNA_8849,scaffold_29,-,70602,75759,70602,75759,3,"70602,73394,75161,","73304,75116,75759,",0,gene_8849,cmpl,cmpl,"1,1,0,"
mRNA_8815,scaffold_29,-,13840,14884,13840,14884,1,"13840,","14884,",0,gene_8815,cmpl,cmpl,"0,"
mRNA_8858,scaffold_29,-,89488,92197,89488,92197,2,"89488,89908,","89809,92197,",0,gene_8858,cmpl,cmpl,"0,0,"
mRNA_8879,scaffold_29,+,146738,147875,146738,147875,2,"146738,147350,","147224,147875,",0,gene_8879,cmpl,cmpl,"0,0,"
mRNA_8869,scaffold_29,-,124441,130766,124630,130503,3,"124441,125079,130142,","124914,130032,130766,",0,gene_8869,cmpl,cmpl,"1,1,0,"
mRNA_8863,scaffold_29,+,103175,110298,103433,110010,2,"103175,103789,","103644,110298,",0,gene_8863,cmpl,cmpl,"0,1,"
mRNA_8867,scaffold_29,+,121096,122651,121262,122624,1,"121096,","122651,",0,gene_8867,cmpl,cmpl,"0,"
mRNA_8866,scaffold_29,-,119227,121141,119649,120930,1,"119227,","121141,",0,gene_8866,cmpl,cmpl,"0,"
mRNA_8873,scaffold_29,-,139437,140327,139733,140210,1,"139437,","140327,",0,gene_8873,cmpl,cmpl,"0,"
mRNA_8878,scaffold_29,-,143998,146069,144105,145755,1,"143998,","146069,",0,gene_8878,cmpl,cmpl,"0,"
mRNA_8874,scaffold_29,+,140328,141324,140445,140901,1,"140328,","141324,",0,gene_8874,cmpl,cmpl,"0,"
mRNA_8870,scaffold_29,-,131632,133520,131775,133137,1,"131632,","133520,",0,gene_8870,cmpl,cmpl,"0,"
mRNA_8840,scaffold_29,+,54534,56538,54883,56287,2,"54534,56530,","56377,56538,",0,gene_8840,cmpl,cmpl,"0,-1,"
mRNA_8844,scaffold_29,+,60908,61883,61270,61840,1,"60908,","61883,",0,gene_8844,cmpl,cmpl,"0,"
mRNA_8845,scaffold_29,-,61883,62987,61927,62851,1,"61883,","62987,",0,gene_8845,cmpl,cmpl,"0,"
mRNA_8857,scaffold_29,+,88450,89455,88720,89422,1,"88450,","89455,",0,gene_8857,cmpl,cmpl,"0,"
mRNA_8834,scaffold_29,-,45879,46677,45910,46543,1,"45879,","46677,",0,gene_8834,cmpl,cmpl,"0,"
mRNA_8835,scaffold_29,-,46677,48032,46811,47699,1,"46677,","48032,",0,gene_8835,cmpl,cmpl,"0,"
mRNA_8836,scaffold_29,+,48032,49527,48366,49491,1,"48032,","49527,",0,gene_8836,cmpl,cmpl,"0,"
mRNA_8837,scaffold_29,-,49527,50009,49563,49923,1,"49527,","50009,",0,gene_8837,cmpl,cmpl,"0,"
mRNA_8828,scaffold_29,-,32042,33322,32466,33207,1,"32042,","33322,",0,gene_8828,cmpl,cmpl,"0,"
mRNA_8816,scaffold_29,+,15126,16954,15367,16798,2,"15126,16930,","16874,16954,",0,gene_8816,cmpl,cmpl,"0,-1,"
mRNA_8809,scaffold_29,+,1368,3382,1665,3279,1,"1368,","3382,",0,gene_8809,cmpl,cmpl,"0,"
mRNA_8810,scaffold_29,-,3382,5317,3485,5057,1,"3382,","5317,",0,gene_8810,cmpl,cmpl,"0,"
mRNA_8812,scaffold_29,+,7686,8901,8159,8612,1,"7686,","8901,",0,gene_8812,cmpl,cmpl,"0,"
mRNA_8820,scaffold_29,-,21416,22264,21449,22151,1,"21416,","22264,",0,gene_8820,cmpl,cmpl,"0,"
mRNA_8824,scaffold_29,-,25586,26318,25614,26166,1,"25586,","26318,",0,gene_8824,cmpl,cmpl,"0,"
mRNA_8827,scaffold_29,+,30424,32421,30594,32376,1,"30424,","32421,",0,gene_8827,cmpl,cmpl,"0,"
mRNA_8819,scaffold_29,+,19383,21417,19506,21384,1,"19383,","21417,",0,gene_8819,cmpl,cmpl,"0,"
mRNA_8811,scaffold_29,+,5737,7925,6118,7690,1,"5737,","7925,",0,gene_8811,cmpl,cmpl,"0,"
mRNA_7935,scaffold_24,+,60272,62142,60454,62095,1,"60272,","62142,",0,gene_7935,cmpl,cmpl,"0,"
mRNA_7946,scaffold_24,-,79962,81950,80114,81950,2,"79962,81637,","81613,81950,",0,gene_7946,cmpl,cmpl,"1,0,"
mRNA_7965,scaffold_24,-,113348,114699,113388,114639,1,"113348,","114699,",0,gene_7965,cmpl,cmpl,"0,"
mRNA_7963,scaffold_24,-,110444,111684,110703,111474,1,"110444,","111684,",0,gene_7963,cmpl,cmpl,"0,"
mRNA_7962,scaffold_24,-,108951,110320,109196,110183,1,"108951,","110320,",0,gene_7962,cmpl,cmpl,"0,"
mRNA_7961,scaffold_24,-,107454,109227,107737,108988,1,"107454,","109227,",0,gene_7961,cmpl,cmpl,"0,"
mRNA_7958,scaffold_24,-,103544,104949,103544,104531,1,"103544,","104949,",0,gene_7958,cmpl,cmpl,"0,"
mRNA_7991,scaffold_24,+,158909,159788,158909,159788,1,"158909,","159788,",0,gene_7991,cmpl,cmpl,"0,"
mRNA_7987,scaffold_24,-,152999,154541,152999,154541,2,"152999,154121,","154076,154541,",0,gene_7987,cmpl,cmpl,"0,0,"
mRNA_7951,scaffold_24,-,91940,92804,91940,92804,1,"91940,","92804,",0,gene_7951,cmpl,cmpl,"0,"
mRNA_7941,scaffold_24,-,70836,72648,70836,72648,1,"70836,","72648,",0,gene_7941,cmpl,cmpl,"0,"
mRNA_7937,scaffold_24,+,64415,65978,64415,65978,2,"64415,64506,","64452,65978,",0,gene_7937,cmpl,cmpl,"0,1,"
mRNA_8019,scaffold_24,+,212006,213165,212006,213165,3,"212006,212414,212973,","212197,212676,213165,",0,gene_8019,cmpl,cmpl,"0,2,0,"
mRNA_8014,scaffold_24,-,200740,201979,200740,201979,1,"200740,","201979,",0,gene_8014,cmpl,cmpl,"0,"
mRNA_7985,scaffold_24,-,147831,148725,147831,148725,1,"147831,","148725,",0,gene_7985,cmpl,cmpl,"0,"
mRNA_7983,scaffold_24,+,145289,146216,145289,146216,1,"145289,","146216,",0,gene_7983,cmpl,cmpl,"0,"
mRNA_7973,scaffold_24,-,124686,125937,124686,125937,1,"124686,","125937,",0,gene_7973,cmpl,cmpl,"0,"
mRNA_7972,scaffold_24,-,124349,124664,124349,124664,1,"124349,","124664,",0,gene_7972,cmpl,cmpl,"0,"
mRNA_7971,scaffold_24,-,122002,122773,122002,122773,1,"122002,","122773,",0,gene_7971,cmpl,cmpl,"0,"
mRNA_7964,scaffold_24,-,113051,113366,113051,113366,1,"113051,","113366,",0,gene_7964,cmpl,cmpl,"0,"
mRNA_7960,scaffold_24,-,107400,107715,107400,107715,1,"107400,","107715,",0,gene_7960,cmpl,cmpl,"0,"
mRNA_7933,scaffold_24,+,57046,58297,57046,58297,1,"57046,","58297,",0,gene_7933,cmpl,cmpl,"0,"
mRNA_7919,scaffold_24,-,32716,33547,32716,33547,1,"32716,","33547,",0,gene_7919,cmpl,cmpl,"0,"
mRNA_8016,scaffold_24,-,204235,205396,204235,205396,1,"204235,","205396,",0,gene_8016,cmpl,cmpl,"0,"
mRNA_8015,scaffold_24,+,203239,203986,203239,203986,1,"203239,","203986,",0,gene_8015,cmpl,cmpl,"0,"
mRNA_8012,scaffold_24,+,198867,199872,198867,199872,1,"198867,","199872,",0,gene_8012,cmpl,cmpl,"0,"
mRNA_7999,scaffold_24,-,171199,172756,171199,172756,1,"171199,","172756,",0,gene_7999,cmpl,cmpl,"0,"
mRNA_7996,scaffold_24,-,166652,167579,166652,167579,1,"166652,","167579,",0,gene_7996,cmpl,cmpl,"0,"
mRNA_7993,scaffold_24,+,161554,162565,161554,162565,1,"161554,","162565,",0,gene_7993,cmpl,cmpl,"0,"
mRNA_7988,scaffold_24,-,154748,155345,154748,155345,1,"154748,","155345,",0,gene_7988,cmpl,cmpl,"0,"
mRNA_7978,scaffold_24,+,134148,135195,134148,135195,1,"134148,","135195,",0,gene_7978,cmpl,cmpl,"0,"
mRNA_7974,scaffold_24,-,126145,127132,126145,127132,1,"126145,","127132,",0,gene_7974,cmpl,cmpl,"0,"
mRNA_7970,scaffold_24,-,120495,121482,120495,121482,1,"120495,","121482,",0,gene_7970,cmpl,cmpl,"0,"
mRNA_7969,scaffold_24,-,119396,120287,119396,120287,1,"119396,","120287,",0,gene_7969,cmpl,cmpl,"0,"
mRNA_7968,scaffold_24,-,118700,119081,118700,119081,1,"118700,","119081,",0,gene_7968,cmpl,cmpl,"0,"
mRNA_7967,scaffold_24,-,116354,117125,116354,117125,1,"116354,","117125,",0,gene_7967,cmpl,cmpl,"0,"
mRNA_7955,scaffold_24,+,98427,99774,98427,99774,1,"98427,","99774,",0,gene_7955,cmpl,cmpl,"0,"
mRNA_7940,scaffold_24,-,69689,70331,69689,70331,1,"69689,","70331,",0,gene_7940,cmpl,cmpl,"0,"
mRNA_8021,scaffold_24,-,216135,218282,216484,218282,6,"216135,216709,217036,217202,217465,218068,","216690,216998,217171,217286,218013,218282,",0,gene_8021,cmpl,cmpl,"1,0,0,0,1,0,"
mRNA_8020,scaffold_24,-,213724,216037,214070,215965,7,"213724,214451,214559,214789,215014,215265,215755,","214268,214526,214765,214941,215218,215690,216037,",0,gene_8020,cmpl,cmpl,"0,0,1,2,2,0,0,"
mRNA_8010,scaffold_24,+,189889,193088,190236,193062,1,"189889,","193088,",0,gene_8010,cmpl,cmpl,"0,"
mRNA_8009,scaffold_24,-,189138,190017,189496,189976,1,"189138,","190017,",0,gene_8009,cmpl,cmpl,"0,"
mRNA_8007,scaffold_24,+,186541,186974,186553,186769,1,"186541,","186974,",0,gene_8007,cmpl,cmpl,"0,"
mRNA_8006,scaffold_24,-,185244,186689,185475,186246,1,"185244,","186689,",0,gene_8006,cmpl,cmpl,"0,"
mRNA_8005,scaffold_24,-,182921,185244,183066,185058,1,"182921,","185244,",0,gene_8005,cmpl,cmpl,"0,"
mRNA_8002,scaffold_24,-,180538,181230,180618,181029,1,"180538,","181230,",0,gene_8002,cmpl,cmpl,"0,"
mRNA_7992,scaffold_24,-,159358,161114,159806,160838,1,"159358,","161114,",0,gene_7992,cmpl,cmpl,"0,"
mRNA_7984,scaffold_24,-,146377,147823,146554,147558,2,"146377,147492,","147343,147823,",0,gene_7984,cmpl,cmpl,"0,0,"
mRNA_7982,scaffold_24,-,143675,144404,144069,144336,2,"143675,144002,","143992,144404,",0,gene_7982,cmpl,cmpl,"-1,0,"
mRNA_7980,scaffold_24,-,136883,140091,136965,140025,1,"136883,","140091,",0,gene_7980,cmpl,cmpl,"0,"
mRNA_7957,scaffold_24,-,102112,103337,102112,103337,1,"102112,","103337,",0,gene_7957,cmpl,cmpl,"0,"
mRNA_7945,scaffold_24,-,78706,79961,79187,79901,1,"78706,","79961,",0,gene_7945,cmpl,cmpl,"0,"
